ID,Maths,Science
48387,48,72
48388,78,73
48389,61,82
48390,61,58
48391,62,94
48392,65,52
48393,80,90
48394,97,65
48395,83,79
48396,56,54
48397,98,75
48398,91,79
48399,90,58
48400,91,71
48401,80,45
48402,84,60
48403,79,94
48404,75,99
48405,79,49
48406,64,45
48407,86,97
48408,80,67
48409,69,64
48410,53,90
48411,48,97
48412,63,79
48413,99,60
48414,46,55
48415,93,80
48416,92,68
48417,80,54
48418,80,62
48419,48,57
48420,43,72
48421,67,62
48422,76,79
48423,46,74
48424,84,80
48425,96,75
48426,75,81
48427,55,72
48428,57,71
48429,88,73
48430,77,56
48431,55,73
48432,42,96
48433,89,56
48434,68,60
48435,57,60
48436,46,94
48437,75,77
48438,84,62
48439,96,49
48440,57,49
48441,45,92
48442,69,83
48443,70,82
48444,55,83
48445,63,77
48446,49,46
48447,65,60
48448,44,58
48449,48,90
48450,41,42
48451,85,81
48452,64,55
48453,56,78
48454,85,43
48455,64,62
48456,85,81
48457,56,83
48458,97,69
48459,80,99
48460,43,53
48461,48,86
48462,93,48
48463,75,95
48464,84,45
48465,53,93
48466,63,50
48467,83,47
48468,63,55
48469,60,98
48470,59,78
48471,52,76
48472,71,44
48473,82,57
48474,99,77
48475,96,92
48476,69,59
48477,98,41
48478,66,73
48479,95,69
48480,68,74
48481,82,41
48482,52,91
48483,83,70
48484,92,98
48485,53,79
48486,60,46
48487,88,88
48488,95,62
48489,97,42
48490,90,50
48491,84,53
48492,53,95
48493,82,46
48494,41,56
48495,53,69
48496,96,64
48497,77,61
48498,96,96
48499,89,67
48500,68,40
48501,91,55
48502,62,72
48503,94,69
48504,51,62
48505,71,99
48506,98,43
48507,69,58
48508,85,56
48509,86,74
48510,79,63
48511,83,87
48512,53,59
48513,80,63
48514,58,64
48515,60,83
48516,93,70
48517,82,63
48518,51,40
48519,44,55
48520,88,91
48521,48,66
48522,100,98
48523,54,59
48524,94,78
48525,99,82
48526,58,65
48527,44,53
48528,93,89
48529,48,43
48530,43,67
48531,94,66
48532,58,53
48533,99,87
48534,57,99
48535,60,47
48536,43,79
48537,41,47
48538,64,49
48539,67,66
48540,94,88
48541,68,47
48542,66,49
48543,62,68
48544,87,86
48545,91,76
48546,40,70
48547,77,65
48548,90,50
48549,66,63
48550,64,75
48551,53,79
48552,59,99
48553,90,82
48554,72,58
48555,60,72
48556,90,53
48557,70,92
48558,79,91
48559,46,77
48560,40,54
48561,51,80
48562,40,43
48563,94,84
48564,40,74
48565,67,75
48566,83,94
48567,50,41
48568,77,63
48569,79,97
48570,61,95
48571,68,43
48572,98,63
48573,85,54
48574,86,68
48575,90,70
48576,85,88
48577,66,78
48578,68,42
48579,85,62
48580,84,50
48581,77,47
48582,53,46
48583,51,100
48584,94,60
48585,70,65
48586,72,64
48587,71,46
48588,99,100
48589,61,73
48590,47,40
48591,68,60
48592,76,95
48593,44,92
48594,100,60
48595,55,97
48596,78,89
48597,94,83
48598,91,90
48599,55,95
48600,65,93
48601,92,85
48602,69,40
48603,78,95
48604,46,70
48605,69,74
48606,61,59
48607,73,57
48608,65,52
48609,90,88
48610,99,92
48611,64,82
48612,71,94
48613,66,65
48614,45,99
48615,100,94
48616,93,83
48617,42,73
48618,90,81
48619,45,84
48620,61,95
48621,99,70
48622,98,78
48623,64,72
48624,50,69
48625,48,95
48626,70,85
48627,45,81
48628,87,74
48629,41,55
48630,63,91
48631,44,64
48632,57,63
48633,86,72
48634,48,41
48635,88,92
48636,50,64
48637,80,92
48638,42,53
48639,67,82
48640,60,63
48641,60,67
48642,45,99
48643,51,69
48644,76,43
48645,65,91
48646,81,86
48647,88,89
48648,69,60
48649,97,85
48650,51,93
48651,77,50
48652,57,97
48653,80,95
48654,58,93
48655,61,83
48656,99,44
48657,79,70
48658,80,100
48659,50,73
48660,66,46
48661,46,72
48662,75,50
48663,81,71
48664,70,85
48665,64,91
48666,63,99
48667,82,96
48668,72,61
48669,40,59
48670,54,92
48671,75,45
48672,62,97
48673,71,53
48674,86,87
48675,57,50
48676,93,46
48677,58,83
48678,54,43
48679,43,74
48680,48,90
48681,76,100
48682,74,81
48683,59,93
48684,56,44
48685,61,55
48686,49,91
48687,81,53
48688,72,43
48689,94,46
48690,86,86
48691,84,64
48692,63,42
48693,73,79
48694,51,68
48695,41,90
48696,45,97
48697,72,59
48698,98,76
48699,54,41
48700,53,74
48701,63,64
48702,70,91
48703,40,62
48704,58,75
48705,96,68
48706,64,41
48707,82,50
48708,53,76
48709,96,74
48710,85,40
48711,94,94
48712,70,86
48713,86,57
48714,85,92
48715,53,80
48716,90,80
48717,84,69
48718,59,90
48719,93,75
48720,85,100
48721,58,77
48722,81,50
48723,62,77
48724,67,69
48725,80,68
48726,47,45
48727,51,61
48728,49,94
48729,46,64
48730,83,99
48731,80,50
48732,83,75
48733,55,64
48734,83,49
48735,50,42
48736,73,98
48737,100,67
48738,96,99
48739,61,42
48740,72,69
48741,84,43
48742,57,69
48743,74,46
48744,45,55
48745,73,42
48746,50,56
48747,92,81
48748,57,62
48749,78,93
48750,95,99
48751,53,80
48752,67,44
48753,73,87
48754,88,70
48755,78,51
48756,84,71
48757,47,79
48758,93,71
48759,83,99
48760,58,86
48761,60,49
48762,73,73
48763,97,69
48764,62,58
48765,58,68
48766,66,65
48767,67,40
48768,61,99
48769,96,40
48770,79,85
48771,46,76
48772,78,75
48773,64,43
48774,52,79
48775,49,59
48776,56,51
48777,73,49
48778,79,91
48779,65,52
48780,87,59
48781,66,59
48782,71,51
48783,93,88
48784,42,92
48785,43,50
48786,51,55
48787,71,93
48788,67,61
48789,57,50
48790,50,59
48791,99,60
48792,79,88
48793,46,51
48794,97,78
48795,59,97
48796,62,70
48797,61,97
48798,77,72
48799,78,44
48800,63,64
48801,91,63
48802,52,79
48803,82,56
48804,75,73
48805,90,90
48806,90,46
48807,82,67
48808,80,79
48809,84,85
48810,96,72
48811,67,47
48812,47,84
48813,78,72
48814,41,49
48815,61,96
48816,94,69
48817,43,40
48818,78,80
48819,79,77
48820,78,73
48821,98,59
48822,93,74
48823,89,41
48824,46,86
48825,91,99
48826,70,89
48827,96,77
48828,81,62
48829,93,57
48830,96,83
48831,93,66
48832,45,82
48833,93,91
48834,59,49
48835,43,42
48836,73,46
48837,47,55
48838,46,70
48839,52,47
48840,70,75
48841,56,85
48842,83,84
48843,47,60
48844,88,85
48845,65,58
48846,56,93
48847,68,98
48848,97,44
48849,55,82
48850,90,83
48851,86,91
48852,95,95
48853,43,49
48854,63,69
48855,42,46
48856,77,65
48857,63,84
48858,42,87
48859,90,100
48860,43,48
48861,94,73
48862,96,44
48863,87,86
48864,73,84
48865,40,44
48866,98,75
48867,44,65
48868,90,65
48869,62,88
48870,53,41
48871,97,66
48872,43,68
48873,88,59
48874,57,48
48875,95,82
48876,83,93
48877,66,42
48878,76,54
48879,67,40
48880,85,49
48881,75,55
48882,52,71
48883,69,94
48884,78,79
48885,63,44
48886,65,81
48887,81,99
48888,43,86
48889,67,74
48890,78,57
48891,95,96
48892,41,82
48893,97,41
48894,62,59
48895,98,41
48896,49,65
48897,52,50
48898,85,50
48899,62,74
48900,55,48
48901,78,40
48902,72,68
48903,86,79
48904,62,98
48905,42,84
48906,77,82
48907,74,92
48908,85,54
48909,76,50
48910,65,84
48911,48,67
48912,66,86
48913,71,87
48914,44,78
48915,46,60
48916,40,51
48917,66,40
48918,77,92
48919,53,100
48920,71,50
48921,62,87
48922,88,78
48923,55,47
48924,40,61
48925,50,65
48926,54,83
48927,78,71
48928,63,61
48929,85,94
48930,85,77
48931,60,88
48932,60,87
48933,40,58
48934,80,58
48935,71,91
48936,68,48
48937,68,48
48938,96,59
48939,44,86
48940,98,58
48941,84,92
48942,56,91
48943,72,82
48944,65,70
48945,73,92
48946,44,99
48947,76,70
48948,46,43
48949,96,67
48950,49,45
48951,54,100
48952,90,67
48953,53,46
48954,71,42
48955,49,76
48956,52,58
48957,90,54
48958,55,47
48959,96,68
48960,79,73
48961,83,83
48962,61,59
48963,94,96
48964,41,55
48965,68,45
48966,59,49
48967,97,90
48968,64,95
48969,64,81
48970,66,68
48971,47,89
48972,87,61
48973,56,84
48974,48,69
48975,48,83
48976,97,79
48977,41,71
48978,85,77
48979,94,86
48980,85,83
48981,50,46
48982,44,96
48983,66,71
48984,85,89
48985,53,89
48986,59,94
48987,59,67
48988,54,51
48989,53,61
48990,45,51
48991,86,71
48992,72,90
48993,40,90
48994,60,72
48995,85,78
48996,89,84
48997,52,75
48998,52,88
48999,62,57
49000,79,55
49001,61,67
49002,45,93
49003,63,58
49004,74,60
49005,90,92
49006,43,52
49007,74,47
49008,83,54
49009,55,88
49010,79,52
49011,44,43
49012,100,81
49013,51,56
49014,73,54
49015,69,48
49016,45,41
49017,59,52
49018,70,71
49019,96,98
49020,83,61
49021,73,64
49022,78,83
49023,68,54
49024,96,63
49025,88,82
49026,77,90
49027,96,81
49028,92,44
49029,91,89
49030,90,45
49031,87,99
49032,79,98
49033,99,94
49034,72,99
49035,52,76
49036,41,75
49037,43,100
49038,92,48
49039,87,63
49040,50,63
49041,62,66
49042,91,45
49043,52,76
49044,75,81
49045,57,57
49046,86,47
49047,59,69
49048,68,40
49049,63,67
49050,96,63
49051,56,81
49052,66,93
49053,71,95
49054,96,57
49055,99,82
49056,45,40
49057,76,94
49058,72,76
49059,81,73
49060,87,52
49061,76,52
49062,66,84
49063,79,48
49064,98,57
49065,51,61
49066,86,87
49067,77,51
49068,52,80
49069,82,61
49070,51,86
49071,97,64
49072,49,87
49073,87,89
49074,60,71
49075,75,85
49076,50,64
49077,59,57
49078,75,48
49079,73,82
49080,43,83
49081,82,45
49082,71,60
49083,90,83
49084,84,85
49085,65,44
49086,98,77
49087,73,57
49088,48,64
49089,75,51
49090,78,65
49091,85,61
49092,87,59
49093,77,89
49094,56,96
49095,72,68
49096,59,91
49097,73,76
49098,97,55
49099,98,75
49100,82,87
49101,46,99
49102,77,46
49103,84,62
49104,60,81
49105,59,88
49106,58,60
49107,77,46
49108,54,47
49109,66,83
49110,40,78
49111,61,82
49112,53,59
49113,62,42
49114,43,70
49115,95,76
49116,51,93
49117,92,42
49118,87,74
49119,82,97
49120,82,99
49121,45,78
49122,81,89
49123,60,65
49124,56,92
49125,46,82
49126,42,46
49127,56,89
49128,93,60
49129,44,54
49130,65,59
49131,83,62
49132,96,67
49133,41,67
49134,76,54
49135,57,80
49136,43,94
49137,93,85
49138,89,89
49139,85,40
49140,94,66
49141,61,83
49142,42,84
49143,40,95
49144,68,61
49145,62,100
49146,83,100
49147,73,56
49148,73,69
49149,99,40
49150,53,72
49151,63,79
49152,69,55
49153,77,50
49154,44,99
49155,47,63
49156,49,75
49157,42,63
49158,86,61
49159,51,65
49160,99,84
49161,76,49
49162,86,78
49163,48,100
49164,62,69
49165,61,75
49166,44,70
49167,78,60
49168,54,59
49169,82,94
49170,79,75
49171,98,80
49172,98,90
49173,57,86
49174,53,49
49175,66,60
49176,89,41
49177,91,91
49178,84,56
49179,69,63
49180,55,57
49181,59,54
49182,62,51
49183,52,73
49184,60,73
49185,77,79
49186,88,55
49187,81,76
49188,72,56
49189,91,95
49190,80,95
49191,43,43
49192,98,73
49193,54,59
49194,54,77
49195,47,66
49196,57,91
49197,54,84
49198,99,48
49199,73,55
49200,42,45
49201,53,50
49202,78,58
49203,87,51
49204,54,59
49205,92,79
49206,66,56
49207,79,90
49208,90,77
49209,58,51
49210,42,94
49211,65,48
49212,52,96
49213,97,46
49214,95,66
49215,40,79
49216,70,83
49217,60,73
49218,72,76
49219,80,94
49220,73,73
49221,79,48
49222,45,95
49223,46,51
49224,74,68
49225,53,61
49226,100,95
49227,70,75
49228,41,86
49229,92,71
49230,65,92
49231,60,56
49232,74,85
49233,72,58
49234,67,71
49235,57,88
49236,83,97
49237,69,98
49238,92,97
49239,96,72
49240,92,96
49241,61,84
49242,97,86
49243,82,44
49244,45,83
49245,58,43
49246,74,49
49247,79,49
49248,46,93
49249,73,43
49250,80,86
49251,74,95
49252,95,92
49253,58,71
49254,60,95
49255,92,60
49256,83,70
49257,83,83
49258,50,53
49259,72,44
49260,41,91
49261,98,86
49262,47,56
49263,82,41
49264,83,61
49265,48,93
49266,94,75
49267,90,59
49268,70,64
49269,69,52
49270,98,73
49271,91,78
49272,71,84
49273,60,94
49274,83,46
49275,53,58
49276,95,80
49277,96,55
49278,79,74
49279,41,46
49280,58,56
49281,61,67
49282,99,59
49283,89,44
49284,47,69
49285,67,97
49286,63,40
49287,50,57
49288,94,81
49289,42,85
49290,84,49
49291,72,91
49292,100,100
49293,78,74
49294,52,74
49295,66,86
49296,66,52
49297,73,82
49298,51,49
49299,68,66
49300,41,52
49301,76,44
49302,54,87
49303,43,92
49304,84,64
49305,62,73
49306,45,48
49307,69,51
49308,85,88
49309,96,58
49310,88,41
49311,63,91
49312,86,97
49313,95,87
49314,92,78
49315,80,77
49316,52,99
49317,69,78
49318,72,90
49319,71,95
49320,100,56
49321,67,88
49322,44,58
49323,49,74
49324,63,59
49325,50,43
49326,66,71
49327,77,75
49328,84,41
49329,66,89
49330,63,58
49331,98,57
49332,43,56
49333,90,94
49334,84,53
49335,53,46
49336,91,50
49337,78,93
49338,91,63
49339,70,49
49340,62,96
49341,67,66
49342,57,57
49343,54,96
49344,55,59
49345,96,50
49346,56,48
49347,78,66
49348,61,76
49349,97,52
49350,59,56
49351,68,64
49352,50,48
49353,42,55
49354,67,88
49355,85,46
49356,51,46
49357,71,42
49358,49,85
49359,64,68
49360,49,64
49361,50,100
49362,80,66
49363,77,78
49364,71,51
49365,80,89
49366,58,86
49367,61,47
49368,88,61
49369,72,73
49370,95,90
49371,66,63
49372,94,85
49373,95,79
49374,54,57
49375,62,69
49376,71,88
49377,64,54
49378,88,78
49379,64,96
49380,82,70
49381,47,61
49382,92,93
49383,48,62
49384,56,49
49385,43,46
49386,61,68
49387,61,51
49388,86,64
49389,54,88
49390,54,50
49391,97,97
49392,53,100
49393,63,58
49394,74,48
49395,99,90
49396,66,73
49397,48,100
49398,95,43
49399,51,98
49400,68,80
49401,82,41
49402,96,44
49403,84,88
49404,50,93
49405,53,56
49406,65,74
49407,41,79
49408,45,57
49409,64,88
49410,47,48
49411,91,93
49412,82,43
49413,60,61
49414,96,95
49415,99,47
49416,80,53
49417,82,72
49418,72,63
49419,92,81
49420,49,90
49421,50,54
49422,47,67
49423,77,65
49424,100,68
49425,88,45
49426,64,83
49427,61,43
49428,71,75
49429,73,47
49430,71,97
49431,86,41
49432,70,84
49433,45,41
49434,96,79
49435,60,70
49436,72,46
49437,75,57
49438,78,45
49439,45,40
49440,92,96
49441,53,95
49442,63,94
49443,67,94
49444,92,94
49445,63,80
49446,65,80
49447,42,55
49448,98,59
49449,62,51
49450,60,89
49451,46,71
49452,42,68
49453,53,100
49454,64,96
49455,41,99
49456,87,61
49457,88,44
49458,69,74
49459,44,85
49460,50,88
49461,54,99
49462,89,76
49463,46,78
49464,87,76
49465,47,62
49466,57,61
49467,85,53
49468,55,76
49469,67,45
49470,50,84
49471,83,54
49472,68,71
49473,56,42
49474,55,42
49475,75,100
49476,95,86
49477,81,96
49478,71,48
49479,76,70
49480,70,60
49481,96,50
49482,57,95
49483,59,96
49484,97,83
49485,68,84
49486,87,95
49487,40,82
49488,63,86
49489,55,88
49490,53,47
49491,82,76
49492,50,91
49493,68,97
49494,41,45
49495,96,50
49496,100,80
49497,49,53
49498,64,76
49499,66,50
49500,46,65
49501,46,88
49502,48,49
49503,57,79
49504,41,96
49505,81,63
49506,51,50
49507,59,74
49508,45,93
49509,59,85
49510,98,64
49511,48,99
49512,86,100
49513,48,72
49514,46,89
49515,42,85
49516,42,78
49517,72,57
49518,42,52
49519,85,63
49520,100,41
49521,91,85
49522,46,94
49523,88,83
49524,85,73
49525,80,96
49526,90,63
49527,87,41
49528,63,71
49529,70,96
49530,56,52
49531,75,77
49532,93,93
49533,99,40
49534,53,60
49535,87,70
49536,89,81
49537,62,49
49538,69,62
49539,57,100
49540,68,79
49541,92,97
49542,98,46
49543,76,60
49544,42,64
49545,96,55
49546,60,95
49547,99,78
49548,63,42
49549,88,92
49550,66,100
49551,71,58
49552,51,49
49553,47,60
49554,41,48
49555,60,54
49556,72,92
49557,85,69
49558,90,53
49559,70,69
49560,90,58
49561,49,69
49562,95,51
49563,70,91
49564,95,40
49565,59,47
49566,85,71
49567,86,47
49568,45,59
49569,54,73
49570,95,56
49571,77,97
49572,64,75
49573,63,43
49574,100,40
49575,50,62
49576,89,47
49577,97,47
49578,90,76
49579,58,63
49580,50,63
49581,56,49
49582,71,48
49583,80,63
49584,70,86
49585,43,87
49586,94,43
49587,41,57
49588,100,76
49589,42,97
49590,63,83
49591,69,57
49592,80,74
49593,84,41
49594,49,57
49595,73,76
49596,72,93
49597,99,48
49598,90,73
49599,72,82
49600,56,52
49601,64,92
49602,71,72
49603,69,64
49604,88,52
49605,99,40
49606,89,47
49607,40,79
49608,92,100
49609,95,43
49610,54,60
49611,62,55
49612,54,84
49613,47,41
49614,89,56
49615,46,51
49616,49,54
49617,85,86
49618,81,76
49619,97,50
49620,73,68
49621,100,47
49622,51,74
49623,96,97
49624,96,74
49625,65,65
49626,40,82
49627,61,44
49628,54,73
49629,56,65
49630,46,64
49631,66,62
49632,66,42
49633,99,52
49634,77,99
49635,47,58
49636,77,60
49637,68,64
49638,78,70
49639,45,43
49640,48,62
49641,44,89
49642,73,49
49643,82,84
49644,45,53
49645,66,58
49646,63,96
49647,58,56
49648,60,98
49649,53,70
49650,54,60
49651,86,68
49652,41,91
49653,41,79
49654,55,86
49655,68,50
49656,98,55
49657,45,63
49658,50,88
49659,72,50
49660,53,89
49661,82,62
49662,64,80
49663,98,40
49664,41,63
49665,75,73
49666,47,97
49667,44,70
49668,84,63
49669,90,47
49670,96,51
49671,96,71
49672,90,51
49673,60,96
49674,65,99
49675,66,92
49676,40,75
49677,46,68
49678,40,87
49679,73,66
49680,58,56
49681,52,76
49682,69,78
49683,87,63
49684,94,78
49685,85,100
49686,43,74
49687,86,89
49688,54,40
49689,58,63
49690,96,74
49691,58,100
49692,88,72
49693,74,69
49694,86,89
49695,42,79
49696,82,67
49697,64,78
49698,84,97
49699,45,48
49700,86,79
49701,44,81
49702,65,48
49703,85,55
49704,65,88
49705,98,45
49706,45,94
49707,43,57
49708,74,72
49709,85,55
49710,88,90
49711,45,78
49712,84,56
49713,73,59
49714,96,60
49715,74,74
49716,55,68
49717,70,93
49718,89,41
49719,54,45
49720,69,91
49721,47,94
49722,64,92
49723,71,55
49724,69,60
49725,100,66
49726,73,77
49727,44,79
49728,88,56
49729,71,49
49730,78,69
49731,91,90
49732,56,55
49733,45,89
49734,81,86
49735,96,88
49736,46,42
49737,77,83
49738,95,40
49739,50,73
49740,98,64
49741,56,47
49742,63,85
49743,81,42
49744,66,75
49745,47,58
49746,75,68
49747,73,47
49748,91,70
49749,70,56
49750,88,45
49751,72,78
49752,61,47
49753,72,80
49754,52,80
49755,91,70
49756,77,80
49757,80,86
49758,53,67
49759,90,61
49760,51,50
49761,100,61
49762,96,66
49763,80,52
49764,86,61
49765,95,90
49766,73,79
49767,86,76
49768,79,49
49769,100,47
49770,67,40
49771,43,74
49772,62,45
49773,63,73
49774,67,48
49775,76,42
49776,78,85
49777,71,59
49778,75,43
49779,57,43
49780,67,63
49781,52,93
49782,75,100
49783,72,46
49784,70,80
49785,69,47
49786,99,43
49787,84,96
49788,50,92
49789,46,82
49790,52,70
49791,82,86
49792,70,94
49793,49,55
49794,76,95
49795,46,68
49796,52,44
49797,95,90
49798,78,55
49799,58,79
49800,97,98
49801,86,43
49802,60,62
49803,72,46
49804,85,78
49805,97,88
49806,54,80
49807,78,48
49808,64,40
49809,89,88
49810,81,92
49811,43,63
49812,56,98
49813,76,69
49814,59,41
49815,100,99
49816,56,42
49817,40,71
49818,40,68
49819,76,90
49820,63,64
49821,67,73
49822,84,61
49823,81,40
49824,90,47
49825,59,65
49826,48,94
49827,52,79
49828,51,84
49829,61,65
49830,46,67
49831,69,64
49832,68,49
49833,65,61
49834,69,65
49835,42,90
49836,95,76
49837,65,56
49838,47,74
49839,62,89
49840,51,40
49841,48,52
49842,52,57
49843,50,92
49844,86,89
49845,75,46
49846,99,44
49847,62,98
49848,94,83
49849,42,64
49850,89,66
49851,46,40
49852,47,87
49853,88,40
49854,77,63
49855,75,60
49856,68,87
49857,85,44
49858,49,69
49859,78,87
49860,66,91
49861,52,98
49862,49,61
49863,41,70
49864,42,69
49865,70,85
49866,60,99
49867,100,100
49868,56,54
49869,50,95
49870,53,88
49871,86,92
49872,91,60
49873,75,94
49874,95,100
49875,76,47
49876,93,79
49877,96,91
49878,47,75
49879,95,100
49880,47,93
49881,68,80
49882,58,70
49883,49,92
49884,76,71
49885,86,77
49886,45,46
49887,62,67
49888,51,40
49889,75,96
49890,73,93
49891,58,99
49892,85,56
49893,85,46
49894,43,49
49895,90,87
49896,66,63
49897,76,43
49898,84,70
49899,46,91
49900,98,66
49901,84,90
49902,49,61
49903,51,74
49904,61,50
49905,88,71
49906,66,59
49907,57,83
49908,57,57
49909,91,88
49910,73,65
49911,67,40
49912,90,70
49913,88,100
49914,51,44
49915,41,58
49916,48,79
49917,87,60
49918,60,79
49919,84,75
49920,62,72
49921,93,84
49922,42,86
49923,73,85
49924,42,52
49925,51,53
49926,48,92
49927,87,93
49928,81,65
49929,85,80
49930,70,65
49931,88,45
49932,77,99
49933,59,64
49934,86,67
49935,87,81
49936,84,96
49937,54,62
49938,90,55
49939,97,80
49940,78,81
49941,44,53
49942,81,53
49943,80,59
49944,62,99
49945,63,59
49946,53,46
49947,94,99
49948,89,42
49949,88,99
49950,61,91
49951,94,68
49952,63,53
49953,93,91
49954,52,88
49955,51,80
49956,78,66
49957,45,43
49958,60,79
49959,41,95
49960,78,100
49961,47,86
49962,90,42
49963,68,50
49964,72,80
49965,54,46
49966,58,47
49967,53,43
49968,65,41
49969,67,70
49970,57,70
49971,52,58
49972,63,90
49973,50,65
49974,76,90
49975,77,93
49976,86,91
49977,40,50
49978,65,57
49979,73,73
49980,47,74
49981,53,43
49982,67,81
49983,82,96
49984,99,53
49985,93,50
49986,51,47
49987,51,85
49988,69,84
49989,67,66
49990,72,45
49991,41,67
49992,64,93
49993,55,97
49994,58,87
49995,85,68
49996,91,77
49997,84,92
49998,72,51
49999,53,70
50000,64,99
50001,61,70
50002,52,41
50003,45,51
50004,56,93
50005,46,40
50006,92,83
50007,97,76
50008,51,74
50009,55,50
50010,72,75
50011,54,96
50012,92,60
50013,45,99
50014,61,59
50015,76,54
50016,45,85
50017,62,86
50018,40,46
50019,96,74
50020,52,47
50021,89,62
50022,47,64
50023,52,85
50024,57,44
50025,72,66
50026,70,43
50027,91,46
50028,81,93
50029,64,71
50030,57,74
50031,75,49
50032,93,68
50033,85,76
50034,77,69
50035,49,74
50036,53,95
50037,86,88
50038,85,60
50039,52,51
50040,71,65
50041,63,42
50042,86,89
50043,79,71
50044,56,100
50045,96,67
50046,57,59
50047,69,93
50048,71,69
50049,58,58
50050,72,56
50051,73,55
50052,86,62
50053,53,93
50054,50,95
50055,55,42
50056,73,84
50057,85,72
50058,41,41
50059,65,58
50060,45,88
50061,95,43
50062,77,93
50063,67,52
50064,40,42
50065,88,81
50066,77,48
50067,65,84
50068,46,42
50069,60,83
50070,99,73
50071,53,46
50072,59,95
50073,41,73
50074,92,92
50075,88,100
50076,91,99
50077,100,86
50078,65,45
50079,76,87
50080,49,49
50081,62,89
50082,58,50
50083,97,42
50084,86,96
50085,58,60
50086,88,74
50087,46,89
50088,42,58
50089,75,85
50090,84,43
50091,99,89
50092,53,54
50093,95,70
50094,68,68
50095,60,42
50096,84,67
50097,82,100
50098,47,75
50099,56,78
50100,64,69
50101,50,53
50102,59,84
50103,72,58
50104,66,71
50105,89,76
50106,50,44
50107,75,42
50108,44,98
50109,68,72
50110,89,90
50111,83,66
50112,85,53
50113,46,77
50114,87,62
50115,59,51
50116,60,84
50117,64,50
50118,82,68
50119,53,52
50120,40,89
50121,82,47
50122,97,77
50123,40,58
50124,71,92
50125,68,66
50126,77,60
50127,97,80
50128,52,96
50129,58,71
50130,90,56
50131,43,78
50132,53,74
50133,93,92
50134,49,68
50135,61,92
50136,97,89
50137,68,65
50138,70,49
50139,74,84
50140,41,67
50141,63,80
50142,65,55
50143,55,62
50144,52,66
50145,50,47
50146,97,71
50147,98,64
50148,83,92
50149,66,83
50150,69,60
50151,43,52
50152,78,46
50153,41,44
50154,43,66
50155,85,47
50156,68,68
50157,40,54
50158,100,46
50159,89,69
50160,85,47
50161,63,47
50162,99,68
50163,48,60
50164,64,76
50165,64,100
50166,81,89
50167,86,71
50168,79,72
50169,89,85
50170,57,94
50171,54,70
50172,86,64
50173,57,44
50174,79,98
50175,51,92
50176,84,72
50177,58,74
50178,68,100
50179,61,91
50180,65,50
50181,40,63
50182,84,57
50183,57,42
50184,67,51
50185,64,41
50186,66,99
50187,65,66
50188,84,88
50189,90,64
50190,87,96
50191,96,58
50192,51,44
50193,61,42
50194,92,79
50195,49,65
50196,62,42
50197,96,49
50198,98,74
50199,58,52
50200,42,90
50201,72,60
50202,44,51
50203,65,66
50204,86,62
50205,84,97
50206,80,53
50207,97,45
50208,70,70
50209,79,54
50210,76,96
50211,49,83
50212,98,78
50213,61,100
50214,97,79
50215,69,66
50216,79,65
50217,80,59
50218,95,88
50219,81,75
50220,87,42
50221,47,65
50222,50,61
50223,100,72
50224,72,88
50225,40,50
50226,94,70
50227,57,53
50228,79,90
50229,77,87
50230,57,67
50231,77,60
50232,40,64
50233,63,67
50234,68,90
50235,73,80
50236,69,43
50237,80,99
50238,77,56
50239,83,75
50240,86,85
50241,99,60
50242,56,67
50243,67,72
50244,71,48
50245,88,91
50246,60,59
50247,94,80
50248,62,47
50249,94,45
50250,89,100
50251,66,40
50252,60,62
50253,45,43
50254,40,56
50255,86,93
50256,48,61
50257,57,83
50258,88,87
50259,53,94
50260,62,86
50261,99,71
50262,55,74
50263,98,99
50264,79,79
50265,55,47
50266,93,87
50267,69,97
50268,46,55
50269,62,73
50270,88,41
50271,49,67
50272,85,53
50273,89,51
50274,93,57
50275,68,76
50276,44,54
50277,50,92
50278,71,90
50279,50,54
50280,41,68
50281,77,57
50282,56,55
50283,57,95
50284,73,40
50285,64,46
50286,56,69
50287,84,40
50288,43,63
50289,50,83
50290,68,58
50291,73,86
50292,69,99
50293,74,59
50294,65,65
50295,62,85
50296,91,88
50297,76,59
50298,90,68
50299,99,69
50300,62,85
50301,97,72
50302,42,54
50303,85,64
50304,41,76
50305,89,59
50306,73,51
50307,55,65
50308,72,68
50309,56,73
50310,93,74
50311,88,93
50312,95,66
50313,91,96
50314,85,64
50315,61,82
50316,92,94
50317,47,54
50318,89,83
50319,53,90
50320,55,53
50321,64,96
50322,67,71
50323,63,73
50324,54,60
50325,42,87
50326,88,42
50327,77,59
50328,50,66
50329,73,90
50330,53,66
50331,68,66
50332,41,43
50333,83,56
50334,63,91
50335,41,79
50336,90,66
50337,100,82
50338,62,57
50339,99,81
50340,73,48
50341,82,94
50342,54,56
50343,72,84
50344,84,68
50345,44,85
50346,97,98
50347,87,87
50348,63,79
50349,45,80
50350,94,58
50351,88,90
50352,81,70
50353,74,48
50354,48,89
50355,61,46
50356,47,96
50357,65,49
50358,62,99
50359,45,90
50360,61,97
50361,40,100
50362,58,49
50363,58,43
50364,79,71
50365,64,87
50366,79,82
50367,51,67
50368,50,87
50369,56,89
50370,40,66
50371,70,46
50372,48,90
50373,80,49
50374,42,73
50375,44,51
50376,64,78
50377,92,63
50378,77,66
50379,72,56
50380,81,52
50381,93,85
50382,83,60
50383,85,76
50384,64,47
